,대분류,중분류,소분류,그램당당류,1회제공량,용량단위,단위
462,음료,활력음료,깔라만시활력음료,0.071,200.0,ml,잔
463,음료,활력음료,망고활력음료,0.111,200.0,ml,잔
464,음료,활력음료,매실활력음료,0.089,200.0,ml,잔
465,음료,활력음료,바나나활력음료,0.4,200.0,ml,잔
466,음료,활력음료,배활력음료,0.122,200.0,ml,잔
467,음료,활력음료,베리활력음료,0.165,200.0,ml,잔
468,음료,활력음료,복분자활력음료,0.085,200.0,ml,잔
469,음료,활력음료,복숭아활력음료,0.079,200.0,ml,잔
470,음료,활력음료,비타민활력음료,0.13,200.0,ml,잔
471,음료,활력음료,사과활력음료,0.164,200.0,ml,잔
472,음료,활력음료,석류활력음료,0.173,200.0,ml,잔
473,음료,활력음료,쌍화차,0.156,200.0,ml,잔
474,음료,활력음료,아로니아활력음료,0.22,200.0,ml,잔
475,음료,활력음료,오렌지활력음료,0.104,200.0,ml,잔
476,음료,활력음료,유자활력음료,0.092,200.0,ml,잔
477,음료,활력음료,청포도활력음료,0.1,200.0,ml,잔
478,음료,활력음료,체리활력음료,0.183,200.0,ml,잔
479,음료,활력음료,콜라겐활력음료,0.114,200.0,ml,잔
480,음료,활력음료,키위활력음료,0.112,200.0,ml,잔
481,음료,활력음료,토마토활력음료,0.07,200.0,ml,잔
482,음료,활력음료,포도활력음료,0.122,200.0,ml,잔
483,음료,활력음료,푸룬활력음료,0.045,200.0,ml,잔
484,음료,활력음료,헛개활력음료,0.128,200.0,ml,잔
485,초콜릿,다크초콜릿,다크초콜릿(가공),0.362,50.0,g,개
486,초콜릿,다크초콜릿,다크초콜릿(수제),0.362,50.0,g,개
487,초콜릿,밀크초콜릿,밀크초콜릿(가공),0.461,50.0,g,개
488,초콜릿,밀크초콜릿,밀크초콜릿(수제),0.45,50.0,g,개
489,초콜릿,일반,사탕,0.747,50.0,g,개
490,초콜릿,일반,젤리,0.611,50.0,g,개
491,초콜릿,일반,초콜릿(가공),0.4,50.0,g,개
492,초콜릿,일반,초콜릿(소스),0.416,50.0,g,개
493,초콜릿,일반,초콜릿(수제),0.372,50.0,g,개
494,초콜릿,일반,초콜릿(파우더),0.583,50.0,g,개
495,초콜릿,일반,캐러멜,0.54,50.0,g,개
496,초콜릿,화이트초콜릿,화이트초콜릿(가공),0.446,50.0,g,개
497,초콜릿,화이트초콜릿,화이트초콜릿(수제),0.533,50.0,g,개
498,캐러멜·양갱,양갱,견과양갱,0.489,50.0,g,개
499,캐러멜·양갱,양갱,곡류양갱,0.375,50.0,g,개
500,캐러멜·양갱,양갱,과일양갱,0.356,50.0,g,개
501,캐러멜·양갱,양갱,기타양갱,0.577,50.0,g,개
502,캐러멜·양갱,양갱,녹차양갱,0.441,50.0,g,개
503,캐러멜·양갱,양갱,밤양갱,0.34,50.0,g,개
504,캐러멜·양갱,양갱,야채양갱,0.335,50.0,g,개
505,캐러멜·양갱,양갱,연양갱,0.395,50.0,g,개
506,캐러멜·양갱,양갱,초코양갱,0.222,50.0,g,개
507,캐러멜·양갱,양갱,카라멜양갱,0.5,50.0,g,개
508,캐러멜·양갱,양갱,팥양갱,0.402,50.0,g,개
509,캐러멜·양갱,양갱,홍삼양갱,0.355,50.0,g,개
510,캐러멜·양갱,양갱,흑당양갱,0.422,50.0,g,개
511,캐러멜·양갱,캐러멜,견과캐러멜,0.464,50.0,g,개
512,캐러멜·양갱,캐러멜,곡류캐러멜,0.607,50.0,g,개
513,캐러멜·양갱,캐러멜,과일캐러멜,0.513,50.0,g,개
514,캐러멜·양갱,캐러멜,기타캐러멜,0.561,50.0,g,개
515,캐러멜·양갱,캐러멜,녹차캐러멜,0.612,50.0,g,개
516,캐러멜·양갱,캐러멜,밀크캐러멜,0.557,50.0,g,개
517,캐러멜·양갱,캐러멜,솔티드캐러멜,0.438,50.0,g,개
518,캐러멜·양갱,캐러멜,야채캐러멜,0.63,50.0,g,개
519,캐러멜·양갱,캐러멜,초콜릿캐러멜,0.536,50.0,g,개
520,캔디·젤리,젤리,건강젤리,0.299,10.0,g,개
521,캔디·젤리,젤리,견과류젤리,0.28,10.0,g,개
522,캔디·젤리,젤리,곡류젤리,0.341,10.0,g,개
523,캔디·젤리,젤리,과일젤리,0.353,10.0,g,개
524,캔디·젤리,젤리,구미젤리,0.534,10.0,g,개
525,캔디·젤리,젤리,기타젤리,0.534,10.0,g,개
526,캔디·젤리,젤리,야채젤리,0.387,10.0,g,개
527,캔디·젤리,젤리,요거트젤리,0.406,10.0,g,개
528,캔디·젤리,젤리,초콜릿젤리,0.473,10.0,g,개
529,캔디·젤리,젤리,콜라젤리,0.328,10.0,g,개
530,캔디·젤리,젤리,푸딩젤리,0.184,10.0,g,개
531,캔디·젤리,캔디,견과류캔디,0.59,10.0,g,개
532,캔디·젤리,캔디,곡류캔디,0.705,10.0,g,개
533,캔디·젤리,캔디,과일캔디,0.7,10.0,g,개
534,캔디·젤리,캔디,기타캔디,0.744,10.0,g,개
535,캔디·젤리,캔디,녹차·홍차캔디,0.653,10.0,g,개
536,캔디·젤리,캔디,마시멜로,0.677,10.0,g,개
537,캔디·젤리,캔디,박하캔디,0.701,10.0,g,개
538,캔디·젤리,캔디,야채캔디,0.658,10.0,g,개
539,캔디·젤리,캔디,초콜릿캔디,0.538,10.0,g,개
540,캔디·젤리,캔디,커피캔디,0.685,10.0,g,개
541,캔디·젤리,캔디,토피캔디,0.439,10.0,g,개
542,캔디·젤리,캔디,홍삼캔디,0.692,10.0,g,개
